Date,C_id,Customer_name,Customer_address,I_code,Product_name,CTN_price,CTN,PCS,Total_discount,Net_value,PCS_in_CTN,Price_per_PCS,Discount_per_piece,Month,Year,Has_discount,Purchase_price,Profit_per_order,Day,month_order,Week,week_order,Season,Season_encoded
2021-09-11,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311,0,9,2021,0,19061,80,11,294,2,13,Summer,3
2021-09-11,3467,IQRA SWEET & BAKERS,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295,0,9,2021,0,20060,132,11,271,2,5,Summer,3
2021-09-11,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279,0,9,2021,0,17127,144,11,206,2,7,Summer,3
2021-09-11,3467,IQRA SWEET & BAKERS,CAMPUS,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279,0,9,2021,0,17127,72,11,206,2,7,Summer,3
2021-09-11,6544,CHATRAL,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295,0,9,2021,0,20060,88,11,271,2,5,Summer,3
2021-09-11,6544,CHATRAL,CAMPUS,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334,0,9,2021,0,20442,172,11,165,2,8,Summer,3
2021-09-11,6544,CHATRAL,CAMPUS,1760,DEEN'S MOZARELLA 200GM,22425,0,6,0,2070,72,311,0,9,2021,0,19061,481,11,294,2,13,Summer,3
2021-09-11,6544,CHATRAL,CAMPUS,1758,DEEN'S CHEDDAR 200GM,20150,0,4,0,1240,72,279,0,9,2021,0,17127,288,11,206,2,7,Summer,3
2021-09-11,3467,IQRA SWEET & BAKERS,CAMPUS,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334,0,9,2021,0,20442,258,11,165,2,8,Summer,3
2021-09-13,2232,MASOOD  G/S,SITARA MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279,0,9,2021,0,17127,216,13,206,3,68,Summer,3
2021-09-13,2232,MASOOD  G/S,SITARA MARKET,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,2,60,1740,16,900,30,9,2021,1,12240,210,13,36,3,15,Summer,3
2021-09-13,2232,MASOOD  G/S,SITARA MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925,75,9,2021,1,16362,427,13,103,3,33,Summer,3
2021-09-13,2232,MASOOD  G/S,SITARA MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,3,300,4050,10,1450,100,9,2021,1,12282,365,13,142,3,41,Summer,3
2021-09-13,2232,MASOOD  G/S,SITARA MARKET,1761,DEEN'S MOZARELLA 400GM,23400,0,3,0,1950,36,650,0,9,2021,0,18326,422,13,25,3,5,Summer,3
2021-09-13,2232,MASOOD  G/S,SITARA MARKET,1759,DEEN'S CHEDDAR 400GM,20700,0,3,0,1725,36,575,0,9,2021,0,16770,327,13,21,3,3,Summer,3
2021-09-13,2232,MASOOD  G/S,SITARA MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334,0,9,2021,0,20442,258,13,165,3,42,Summer,3
2021-09-13,2232,MASOOD  G/S,SITARA MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311,0,9,2021,0,19061,240,13,294,3,91,Summer,3
2021-09-13,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450,100,9,2021,1,12282,243,13,142,3,41,Summer,3
2021-09-13,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925,75,9,2021,1,16362,427,13,103,3,33,Summer,3
2021-09-13,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450,100,9,2021,1,12282,243,13,142,3,41,Summer,3
2021-09-13,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925,75,9,2021,1,16362,427,13,103,3,33,Summer,3
2021-09-13,9373,BANGASH G/S,DEFENCE,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311,0,9,2021,0,19061,80,13,294,3,91,Summer,3
2021-09-13,9373,BANGASH G/S,DEFENCE,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295,0,9,2021,0,20060,132,13,271,3,89,Summer,3
2021-09-13,9927,RIYAN GENERAL STORE,DEFENCE,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279,0,9,2021,0,17127,144,13,206,3,68,Summer,3
2021-09-13,9373,BANGASH G/S,DEFENCE,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279,0,9,2021,0,17127,72,13,206,3,68,Summer,3
2021-09-13,9927,RIYAN GENERAL STORE,DEFENCE,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295,0,9,2021,0,20060,88,13,271,3,89,Summer,3
2021-09-13,2056,PESHAWRI G/S,Warsak Road,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279,0,9,2021,0,17127,144,13,206,3,68,Summer,3
2021-09-13,2056,PESHAWRI G/S,Warsak Road,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311,0,9,2021,0,19061,160,13,294,3,91,Summer,3
2021-09-13,9927,RIYAN GENERAL STORE,DEFENCE,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311,0,9,2021,0,19061,160,13,294,3,91,Summer,3
2021-09-14,9415,ASAD G/S,BANGASH MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279,0,9,2021,0,17127,144,14,206,3,68,Summer,3
2021-09-14,2223,KHATTAK STORE,NAWAB MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295,0,9,2021,0,20060,88,14,271,3,89,Summer,3
2021-09-14,9347,NOOR GS,ZANGAL MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279,0,9,2021,0,17127,72,14,206,3,68,Summer,3
2021-09-14,9347,NOOR GS,ZANGAL MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,0,370,72,334,0,9,2021,0,20442,86,14,165,3,42,Summer,3
2021-09-14,9306,DIL PASAND,BANGHASH MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279,0,9,2021,0,17127,216,14,206,3,68,Summer,3
2021-09-14,9306,DIL PASAND,BANGHASH MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311,0,9,2021,0,19061,240,14,294,3,91,Summer,3
2021-09-14,9306,DIL PASAND,BANGHASH MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334,0,9,2021,0,20442,258,14,165,3,42,Summer,3
2021-09-14,2223,KHATTAK STORE,NAWAB MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279,0,9,2021,0,17127,72,14,206,3,68,Summer,3
2021-09-14,9306,DIL PASAND,BANGHASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295,0,9,2021,0,20060,88,14,271,3,89,Summer,3
2021-09-14,9415,ASAD G/S,BANGASH MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311,0,9,2021,0,19061,160,14,294,3,91,Summer,3
2021-09-14,9443,HABIBI KHATTAK,TATARA MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295,0,9,2021,0,20060,88,14,271,3,89,Summer,3
2021-09-14,9415,ASAD G/S,BANGASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295,0,9,2021,0,20060,88,14,271,3,89,Summer,3
2021-09-14,9443,HABIBI KHATTAK,TATARA MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279,0,9,2021,0,17127,144,14,206,3,68,Summer,3
2021-09-14,9443,HABIBI KHATTAK,TATARA MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311,0,9,2021,0,19061,160,14,294,3,91,Summer,3
2021-09-14,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450,100,9,2021,1,12282,243,14,142,3,41,Summer,3
2021-09-14,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925,75,9,2021,1,16362,427,14,103,3,33,Summer,3
2021-09-14,2323,AZIZ TD,SITARA MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,6,600,8100,10,1450,100,9,2021,1,12282,730,14,142,3,41,Summer,3
2021-09-14,2323,AZIZ TD,SITARA MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,6,450,11100,10,1925,75,9,2021,1,16362,1282,14,103,3,33,Summer,3
2021-09-14,2323,AZIZ TD,SITARA MARKET,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,6,180,5220,16,900,30,9,2021,1,12240,630,14,36,3,15,Summer,3
2021-09-14,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,2,0,1800,16,900,0,9,2021,0,12240,270,14,36,3,15,Summer,3
2021-09-14,2023,ARYANA S/S,Nawab Market,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,0,1770,80,295,0,9,2021,0,20060,265,14,271,3,89,Summer,3
2021-09-14,9415,ASAD G/S,BANGASH MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334,0,9,2021,0,20442,172,14,165,3,42,Summer,3
2021-09-14,2023,ARYANA S/S,Nawab Market,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334,0,9,2021,0,20442,258,14,165,3,42,Summer,3
2021-09-14,2148,FRIENDS SUPER STORE,NAWAB MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295,0,9,2021,0,20060,132,14,271,3,89,Summer,3
2021-09-14,2023,ARYANA S/S,Nawab Market,1758,DEEN'S CHEDDAR 200GM,20150,0,6,0,1860,72,279,0,9,2021,0,17127,432,14,206,3,68,Summer,3
2021-09-14,2023,ARYANA S/S,Nawab Market,1760,DEEN'S MOZARELLA 200GM,22425,0,8,0,2760,72,311,0,9,2021,0,19061,642,14,294,3,91,Summer,3
2021-09-14,9556,EASY MART,ZANGAL MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279,0,9,2021,0,17127,144,14,206,3,68,Summer,3
2021-09-14,9556,EASY MART,ZANGAL MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311,0,9,2021,0,19061,160,14,294,3,91,Summer,3
2021-09-14,9556,EASY MART,ZANGAL MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295,0,9,2021,0,20060,88,14,271,3,89,Summer,3
2021-09-14,2161,SAMI GENERAL STORE,JAMAL UD DIN MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279,0,9,2021,0,17127,216,14,206,3,68,Summer,3
2021-09-14,2161,SAMI GENERAL STORE,JAMAL UD DIN MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311,0,9,2021,0,19061,80,14,294,3,91,Summer,3
2021-09-14,2161,SAMI GENERAL STORE,JAMAL UD DIN MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,0,370,72,334,0,9,2021,0,20442,86,14,165,3,42,Summer,3
2021-09-14,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1758,DEEN'S CHEDDAR 200GM,20150,0,3,46,884,72,279,15,9,2021,1,17127,170,14,206,3,68,Summer,3
2021-09-14,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1760,DEEN'S MOZARELLA 200GM,22425,0,4,69,1311,72,311,17,9,2021,1,19061,252,14,294,3,91,Summer,3
2021-09-14,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,5,73,1402,80,295,14,9,2021,1,20060,148,14,271,3,89,Summer,3
2021-09-14,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279,0,9,2021,0,17127,216,14,206,3,68,Summer,3
2021-09-14,9453,FAISAL G/S,LAL ZAR MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311,0,9,2021,0,19061,160,14,294,3,91,Summer,3
2021-09-14,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334,0,9,2021,0,20442,258,14,165,3,42,Summer,3
2021-09-14,2206,INSAF SUPER STORE,NAWAB MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,0,1180,80,295,0,9,2021,0,20060,177,14,271,3,89,Summer,3
2021-09-14,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311,0,9,2021,0,19061,240,14,294,3,91,Summer,3
2021-09-14,2206,INSAF SUPER STORE,NAWAB MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311,0,9,2021,0,19061,160,14,294,3,91,Summer,3
2021-09-14,2206,INSAF SUPER STORE,NAWAB MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279,0,9,2021,0,17127,144,14,206,3,68,Summer,3
2021-09-14,2206,INSAF SUPER STORE,NAWAB MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334,0,9,2021,0,20442,172,14,165,3,42,Summer,3
2021-09-14,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295,0,9,2021,0,20060,132,14,271,3,89,Summer,3
2021-09-14,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311,0,9,2021,0,19061,160,14,294,3,91,Summer,3
2021-09-14,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295,0,9,2021,0,20060,132,14,271,3,89,Summer,3
2021-09-14,2148,FRIENDS SUPER STORE,NAWAB MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311,0,9,2021,0,19061,240,14,294,3,91,Summer,3
2021-09-15,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925,75,9,2021,1,16362,427,15,103,3,33,Summer,3
2021-09-15,2043,GUL SUPER STORE,University Town,1760,DEEN'S MOZARELLA 200GM,22425,0,6,103,1967,72,311,17,9,2021,1,19061,378,15,294,3,91,Summer,3
2021-09-15,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450,100,9,2021,1,12282,243,15,142,3,41,Summer,3
2021-09-15,2380,NOOR BAKER'S,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,0,1770,80,295,0,9,2021,0,20060,265,15,271,3,89,Summer,3
2021-09-15,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,0,1180,80,295,0,9,2021,0,20060,177,15,271,3,89,Summer,3
2021-09-15,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311,0,9,2021,0,19061,240,15,294,3,91,Summer,3
2021-09-15,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279,0,9,2021,0,17127,216,15,206,3,68,Summer,3
2021-09-15,2043,GUL SUPER STORE,University Town,1763,DEEN'S SLICE CHEESE 200GM,23600,0,7,103,1962,80,295,14,9,2021,1,20060,206,15,271,3,89,Summer,3
2021-09-15,2043,GUL SUPER STORE,University Town,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,7,129,2461,72,334,18,9,2021,1,20442,473,15,165,3,42,Summer,3
2021-09-15,2043,GUL SUPER STORE,University Town,1758,DEEN'S CHEDDAR 200GM,20150,0,7,108,2062,72,279,15,9,2021,1,17127,396,15,206,3,68,Summer,3
2021-09-15,2100,MR MART,NASIR BAGH ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,6,0,2070,72,311,0,9,2021,0,19061,481,15,294,3,91,Summer,3
2021-09-15,9965,RAINBOW STORE,TOWN,1758,DEEN'S CHEDDAR 200GM,20150,0,4,0,1240,72,279,0,9,2021,0,17127,288,15,206,3,68,Summer,3
2021-09-15,2171,ASKARI 6,NASIR BAGH ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,5,0,1475,80,295,0,9,2021,0,20060,221,15,271,3,89,Summer,3
2021-09-15,2171,ASKARI 6,NASIR BAGH ROAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334,0,9,2021,0,20442,258,15,165,3,42,Summer,3
2021-09-15,2171,ASKARI 6,NASIR BAGH ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311,0,9,2021,0,19061,240,15,294,3,91,Summer,3
2021-09-15,2171,ASKARI 6,NASIR BAGH ROAD,1758,DEEN'S CHEDDAR 200GM,20150,0,4,0,1240,72,279,0,9,2021,0,17127,288,15,206,3,68,Summer,3
2021-09-15,2100,MR MART,NASIR BAGH ROAD,1761,DEEN'S MOZARELLA 400GM,23400,0,2,0,1300,36,650,0,9,2021,0,18326,281,15,25,3,5,Summer,3
2021-09-15,2100,MR MART,NASIR BAGH ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,8,0,2360,80,295,0,9,2021,0,20060,354,15,271,3,89,Summer,3
2021-09-15,2100,MR MART,NASIR BAGH ROAD,1758,DEEN'S CHEDDAR 200GM,20150,0,6,0,1860,72,279,0,9,2021,0,17127,432,15,206,3,68,Summer,3
2021-09-15,9965,RAINBOW STORE,TOWN,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,0,1180,80,295,0,9,2021,0,20060,177,15,271,3,89,Summer,3
2021-09-16,9267,DAWAR GENERAL STORE,M ZAI  MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334,0,9,2021,0,20442,172,16,165,3,42,Summer,3
2021-09-16,9030,CAFE 24,RASHAQAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,4,0,7700,10,1925,0,9,2021,0,16362,1155,16,103,3,33,Summer,3
2021-09-16,9030,CAFE 24,RASHAQAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,8,0,11600,10,1450,0,9,2021,0,12282,1774,16,142,3,41,Summer,3
2021-09-16,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925,75,9,2021,1,16362,427,16,103,3,33,Summer,3
2021-09-16,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450,100,9,2021,1,12282,243,16,142,3,41,Summer,3
2021-09-16,9267,DAWAR GENERAL STORE,M ZAI  MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295,0,9,2021,0,20060,88,16,271,3,89,Summer,3
2021-09-16,9267,DAWAR GENERAL STORE,M ZAI  MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311,0,9,2021,0,19061,160,16,294,3,91,Summer,3
2021-09-16,2009,HIDAYAT G/S,Rohela Market,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295,0,9,2021,0,20060,132,16,271,3,89,Summer,3
2021-09-16,2354,HASSAN  GENERAL STORE,SUPER MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295,0,9,2021,0,20060,132,16,271,3,89,Summer,3
2021-09-16,2354,HASSAN  GENERAL STORE,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311,0,9,2021,0,19061,240,16,294,3,91,Summer,3
2021-09-16,9267,DAWAR GENERAL STORE,M ZAI  MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279,0,9,2021,0,17127,144,16,206,3,68,Summer,3
2021-09-16,2009,HIDAYAT G/S,Rohela Market,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334,0,9,2021,0,20442,258,16,165,3,42,Summer,3
2021-09-16,2009,HIDAYAT G/S,Rohela Market,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311,0,9,2021,0,19061,240,16,294,3,91,Summer,3
2021-09-16,2232,MASOOD  G/S,SITARA MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,3,300,4050,10,1450,100,9,2021,1,12282,365,16,142,3,41,Summer,3
2021-09-17,2103,SHAHI PALACE 2,TOWN,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,2,0,1800,16,900,0,9,2021,0,12240,270,17,36,3,15,Summer,3
2021-09-17,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925,75,9,2021,1,16362,427,17,103,3,33,Summer,3
2021-09-17,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,3,225,5550,10,1925,75,9,2021,1,16362,641,17,103,3,33,Summer,3
2021-09-17,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450,100,9,2021,1,12282,243,17,142,3,41,Summer,3
2021-09-17,3464,DAY & NIGHT,OLD BARA ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,4,0,1380,72,311,0,9,2021,0,19061,321,17,294,3,91,Summer,3
2021-09-17,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311,0,9,2021,0,19061,240,17,294,3,91,Summer,3
2021-09-17,8906,P C SHAWARMA,SADAR,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,30,870,16,900,30,9,2021,1,12240,105,17,36,3,15,Summer,3
2021-09-17,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,3,300,4050,10,1450,100,9,2021,1,12282,365,17,142,3,41,Summer,3
2021-09-18,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,1,100,1350,10,1450,100,9,2021,1,12282,121,18,142,3,41,Summer,3
2021-09-18,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,5,375,9250,10,1925,75,9,2021,1,16362,1069,18,103,3,33,Summer,3
2021-09-18,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,5,500,6750,10,1450,100,9,2021,1,12282,609,18,142,3,41,Summer,3
2021-09-18,6511,USMAN GENERAL STORE,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,22425,0,4,69,1311,72,311,17,9,2021,1,19061,252,18,294,3,91,Summer,3
2021-09-18,2274,KHAWAJA GENERAL STORE,ASIA GATE,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,44,841,80,295,14,9,2021,1,20060,88,18,271,3,89,Summer,3
2021-09-18,2274,KHAWAJA GENERAL STORE,ASIA GATE,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,18,352,72,334,18,9,2021,1,20442,68,18,165,3,42,Summer,3
2021-09-18,2274,KHAWAJA GENERAL STORE,ASIA GATE,1760,DEEN'S MOZARELLA 200GM,22425,0,2,31,659,72,311,15,9,2021,1,19061,129,18,294,3,91,Summer,3
2021-09-18,2274,KHAWAJA GENERAL STORE,ASIA GATE,1758,DEEN'S CHEDDAR 200GM,20150,0,3,46,884,72,279,15,9,2021,1,17127,170,18,206,3,68,Summer,3
2021-09-18,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,1,75,1850,10,1925,75,9,2021,1,16362,213,18,103,3,33,Summer,3
2021-09-18,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334,0,9,2021,0,20442,258,18,165,3,42,Summer,3
2021-09-18,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311,0,9,2021,0,19061,240,18,294,3,91,Summer,3
